id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
2407,48,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,261,8,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
2408,47,technician,divorced,high.school,no,yes,no,telephone,jun,mon,289,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
2409,34,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,227,15,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
2410,39,housemaid,divorced,basic.9y,no,yes,no,telephone,jun,mon,154,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
2411,59,management,married,basic.6y,unknown,yes,no,telephone,jun,mon,181,16,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
2412,24,services,single,high.school,no,yes,no,telephone,jun,mon,468,8,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
2413,38,blue-collar,married,high.school,no,no,no,telephone,jun,mon,358,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
2414,37,management,married,university.degree,unknown,no,yes,telephone,jun,mon,179,7,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
2415,57,housemaid,married,professional.course,no,no,yes,telephone,jun,mon,110,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
2416,42,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,mon,213,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
2417,38,student,single,university.degree,no,no,no,telephone,jun,mon,194,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
2418,48,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,984,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
2419,48,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,153,9,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
2420,52,services,married,high.school,no,no,yes,telephone,jun,mon,359,6,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
2421,59,retired,divorced,university.degree,no,no,no,telephone,jun,mon,605,6,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes
2422,42,self-employed,married,university.degree,no,no,no,telephone,jun,mon,180,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
2423,57,management,married,basic.9y,unknown,yes,no,telephone,jun,mon,30,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
2424,60,unknown,married,basic.6y,unknown,no,no,telephone,jun,tue,104,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2425,43,blue-collar,single,professional.course,no,yes,no,telephone,jun,tue,209,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2426,30,technician,single,university.degree,no,no,no,telephone,jun,tue,174,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2427,34,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,180,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2428,32,services,married,high.school,no,yes,no,telephone,jun,tue,73,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2429,48,admin.,married,professional.course,unknown,no,no,telephone,jun,tue,55,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2430,46,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,222,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2431,52,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,542,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2432,44,blue-collar,single,basic.4y,no,yes,no,telephone,jun,tue,159,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2433,35,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,438,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2434,37,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,50,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2435,40,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,tue,49,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2436,31,services,single,high.school,no,yes,no,telephone,jun,tue,953,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2437,34,admin.,married,university.degree,no,yes,no,telephone,jun,tue,148,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2438,39,blue-collar,married,basic.6y,no,yes,no,telephone,jun,tue,233,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2439,35,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,409,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2440,35,technician,married,university.degree,unknown,no,no,telephone,jun,tue,194,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2441,46,technician,married,professional.course,no,no,no,telephone,jun,tue,117,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2442,52,management,divorced,university.degree,unknown,no,no,telephone,jun,tue,43,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2443,50,unknown,single,unknown,unknown,yes,no,telephone,jun,tue,363,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2444,36,entrepreneur,married,university.degree,no,yes,no,telephone,jun,tue,56,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2445,38,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue,119,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2446,36,management,married,university.degree,unknown,no,no,telephone,jun,tue,65,13,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2447,38,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,tue,258,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2448,48,blue-collar,married,basic.4y,no,no,yes,telephone,jun,tue,291,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2449,60,retired,divorced,basic.4y,unknown,yes,no,telephone,jun,tue,131,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2450,37,admin.,single,high.school,no,yes,no,telephone,jun,tue,384,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2451,36,student,single,basic.9y,no,yes,no,telephone,jun,tue,771,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2452,28,admin.,single,high.school,no,no,no,telephone,jun,tue,132,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2453,35,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue,192,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2454,47,technician,single,professional.course,unknown,no,no,telephone,jun,tue,126,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2455,39,admin.,married,university.degree,no,no,no,telephone,jun,tue,102,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2456,35,self-employed,married,basic.9y,no,no,yes,telephone,jun,tue,227,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2457,39,self-employed,married,university.degree,unknown,yes,no,telephone,jun,tue,123,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2458,38,admin.,single,university.degree,unknown,yes,no,telephone,jun,tue,992,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
2459,47,management,married,basic.4y,unknown,yes,no,telephone,jun,tue,100,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2460,46,admin.,single,university.degree,unknown,no,no,telephone,jun,tue,193,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2461,32,technician,married,professional.course,no,yes,no,telephone,jun,tue,220,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2462,46,unemployed,divorced,basic.9y,no,yes,no,telephone,jun,tue,231,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2463,50,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,128,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2464,26,blue-collar,single,high.school,no,no,no,telephone,jun,tue,185,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2465,53,admin.,married,high.school,no,no,no,telephone,jun,tue,177,26,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2466,32,admin.,married,university.degree,no,yes,yes,telephone,jun,tue,299,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2467,29,entrepreneur,married,high.school,unknown,yes,no,telephone,jun,tue,284,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2468,45,blue-collar,married,basic.4y,unknown,yes,yes,telephone,jun,tue,825,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2469,38,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,1045,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
2470,49,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,188,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2471,35,technician,married,unknown,unknown,yes,no,telephone,jun,tue,320,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2472,49,management,divorced,university.degree,unknown,yes,no,telephone,jun,tue,165,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2473,27,management,single,university.degree,no,yes,no,telephone,jun,tue,216,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2474,43,unemployed,married,basic.9y,no,no,no,telephone,jun,tue,633,28,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2475,34,admin.,single,university.degree,no,no,no,telephone,jun,tue,35,32,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2476,31,unemployed,married,basic.6y,no,yes,no,telephone,jun,tue,35,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2477,58,technician,married,university.degree,no,yes,no,telephone,jun,tue,108,12,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2478,52,admin.,divorced,university.degree,no,no,no,telephone,jun,tue,245,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2479,42,admin.,married,university.degree,unknown,yes,no,telephone,jun,tue,215,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2480,34,admin.,married,university.degree,unknown,no,no,telephone,jun,tue,133,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2481,40,blue-collar,married,basic.9y,no,no,yes,telephone,jun,tue,2456,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
2482,26,self-employed,married,university.degree,no,yes,no,telephone,jun,tue,59,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2483,30,unemployed,married,basic.6y,unknown,no,no,telephone,jun,tue,215,10,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2484,40,technician,married,professional.course,no,no,no,telephone,jun,tue,61,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2485,41,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,13,13,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2486,36,admin.,married,professional.course,no,yes,no,telephone,jun,tue,129,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2487,57,blue-collar,divorced,unknown,unknown,no,no,telephone,jun,tue,50,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2488,39,admin.,married,university.degree,no,yes,yes,telephone,jun,tue,178,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2489,51,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,81,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2490,27,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,72,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2491,50,admin.,married,university.degree,no,yes,no,telephone,jun,tue,199,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2492,46,technician,married,high.school,no,no,no,telephone,jun,tue,372,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2493,33,admin.,married,university.degree,no,no,no,telephone,jun,tue,133,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2494,58,blue-collar,married,high.school,no,yes,no,telephone,jun,tue,183,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2495,42,admin.,married,unknown,unknown,no,no,telephone,jun,tue,14,21,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2496,40,services,married,unknown,no,yes,no,telephone,jun,tue,71,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2497,35,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,497,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2498,34,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,tue,276,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2499,35,entrepreneur,married,high.school,no,no,yes,telephone,jun,tue,340,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2500,47,self-employed,married,basic.4y,unknown,unknown,unknown,telephone,jun,tue,72,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2501,29,self-employed,single,professional.course,no,no,no,telephone,jun,tue,199,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2502,34,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue,239,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2503,40,self-employed,married,high.school,unknown,yes,no,telephone,jun,tue,238,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2504,47,admin.,married,university.degree,no,yes,no,telephone,jun,tue,203,9,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2505,41,management,married,university.degree,no,no,no,telephone,jun,tue,140,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2506,43,management,married,high.school,no,yes,no,telephone,jun,tue,583,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2507,34,services,single,high.school,no,no,no,telephone,jun,tue,172,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2508,37,technician,married,high.school,no,yes,no,telephone,jun,tue,267,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2509,41,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,88,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2510,46,admin.,married,high.school,unknown,no,no,telephone,jun,tue,490,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2511,42,admin.,married,university.degree,no,no,no,telephone,jun,tue,604,14,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2512,36,admin.,single,university.degree,no,yes,yes,telephone,jun,tue,78,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2513,49,admin.,married,university.degree,no,no,no,telephone,jun,tue,88,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2514,37,admin.,married,high.school,unknown,yes,no,telephone,jun,tue,113,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2515,28,blue-collar,single,basic.9y,no,no,no,telephone,jun,tue,550,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2516,56,unemployed,married,high.school,unknown,no,no,telephone,jun,tue,197,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2517,36,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,159,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2518,36,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,226,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2519,35,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,wed,180,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2520,26,admin.,single,high.school,no,yes,yes,telephone,jun,wed,622,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2521,50,admin.,married,university.degree,no,yes,no,telephone,jun,wed,407,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2522,52,retired,married,basic.4y,no,no,no,telephone,jun,wed,633,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
2523,50,technician,married,professional.course,no,no,no,telephone,jun,wed,462,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2524,31,admin.,married,high.school,unknown,yes,yes,telephone,jun,wed,135,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2525,31,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,406,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2526,36,entrepreneur,married,basic.6y,unknown,no,no,telephone,jun,wed,125,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2527,38,admin.,single,university.degree,no,no,yes,telephone,jun,wed,578,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
2528,25,admin.,single,high.school,no,yes,yes,telephone,jun,wed,109,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2529,31,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,wed,233,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2530,46,admin.,married,high.school,no,yes,yes,telephone,jun,wed,148,10,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2531,31,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,204,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2532,23,blue-collar,single,basic.9y,no,yes,no,telephone,jun,wed,83,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2533,34,technician,divorced,basic.9y,no,no,no,telephone,jun,wed,105,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2534,33,admin.,married,university.degree,no,yes,no,telephone,jun,wed,355,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2535,26,technician,single,professional.course,no,yes,no,telephone,jun,wed,605,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2536,34,admin.,married,high.school,no,no,no,telephone,jun,wed,638,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
2537,26,blue-collar,single,basic.6y,no,no,no,telephone,jun,wed,83,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2538,36,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,377,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2539,25,admin.,married,high.school,no,yes,no,telephone,jun,wed,264,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2540,28,blue-collar,single,high.school,no,yes,yes,telephone,jun,wed,148,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2541,31,blue-collar,divorced,basic.9y,no,yes,yes,telephone,jun,wed,121,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2542,57,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,wed,367,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2543,29,admin.,single,high.school,no,no,no,telephone,jun,wed,283,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2544,31,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,767,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
2545,38,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,wed,236,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2546,49,housemaid,divorced,basic.6y,no,yes,no,telephone,jun,wed,85,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2547,25,admin.,single,high.school,no,yes,yes,telephone,jun,wed,217,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2548,31,admin.,single,university.degree,no,yes,no,telephone,jun,wed,357,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2549,27,technician,single,university.degree,no,no,yes,telephone,jun,wed,97,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2550,35,blue-collar,married,high.school,no,no,no,telephone,jun,wed,344,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2551,42,services,married,basic.9y,no,no,no,telephone,jun,wed,15,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2552,41,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,wed,38,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2553,50,housemaid,divorced,high.school,unknown,yes,no,telephone,jun,wed,763,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2554,25,admin.,single,university.degree,no,no,no,telephone,jun,wed,188,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2555,23,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,298,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2556,35,admin.,married,high.school,no,no,no,telephone,jun,wed,113,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2557,32,admin.,single,high.school,no,no,no,telephone,jun,wed,324,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2558,27,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,298,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2559,36,blue-collar,single,basic.9y,no,unknown,unknown,telephone,jun,wed,1224,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2560,26,admin.,married,high.school,no,no,no,telephone,jun,wed,606,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2561,29,admin.,single,high.school,no,yes,no,telephone,jun,wed,184,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2562,26,self-employed,married,university.degree,no,yes,no,telephone,jun,wed,106,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2563,46,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,91,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2564,39,technician,married,professional.course,no,no,no,telephone,jun,wed,249,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2565,46,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,92,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2566,32,admin.,married,university.degree,no,no,no,telephone,jun,wed,135,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2567,59,retired,married,basic.6y,unknown,no,no,telephone,jun,wed,235,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2568,53,admin.,divorced,university.degree,no,yes,no,telephone,jun,wed,112,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2569,36,entrepreneur,married,university.degree,no,yes,yes,telephone,jun,wed,135,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2570,56,admin.,single,basic.9y,no,yes,no,telephone,jun,wed,341,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2571,36,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,423,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2572,31,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,87,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2573,54,entrepreneur,married,university.degree,no,yes,no,telephone,jun,wed,39,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2574,25,services,single,high.school,no,no,yes,telephone,jun,wed,729,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2575,40,management,married,basic.6y,unknown,yes,no,telephone,jun,wed,229,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2576,52,technician,married,high.school,unknown,yes,no,telephone,jun,wed,122,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2577,54,admin.,married,university.degree,unknown,yes,no,telephone,jun,wed,79,10,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2578,59,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,wed,361,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2579,38,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,382,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2580,22,services,single,high.school,no,no,no,telephone,jun,wed,156,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2581,51,technician,divorced,professional.course,no,no,no,telephone,jun,thu,399,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
2582,40,unemployed,divorced,high.school,no,no,yes,telephone,jun,thu,243,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
2583,32,self-employed,married,university.degree,no,no,no,telephone,jun,thu,178,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
2584,36,admin.,divorced,high.school,no,no,no,telephone,jun,thu,80,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
2585,46,self-employed,married,basic.9y,unknown,no,no,telephone,jun,thu,49,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
2586,34,management,married,university.degree,no,no,no,telephone,jun,thu,221,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
2587,45,self-employed,married,university.degree,no,yes,no,telephone,jun,thu,870,11,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
2588,31,services,single,professional.course,no,no,no,telephone,jun,thu,56,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
2589,54,admin.,divorced,university.degree,no,no,no,telephone,jun,thu,172,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
2590,37,admin.,married,university.degree,no,no,no,telephone,jun,thu,63,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
2591,45,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,thu,222,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
2592,52,retired,married,high.school,no,no,no,telephone,jun,thu,48,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
2593,35,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,thu,97,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
2594,28,admin.,single,university.degree,no,yes,no,telephone,jun,thu,78,6,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
2595,24,admin.,single,high.school,no,no,no,telephone,jun,thu,131,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
2596,36,technician,married,professional.course,no,yes,no,telephone,jun,thu,21,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
2597,30,technician,married,university.degree,unknown,no,no,telephone,jun,thu,189,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
2598,52,management,divorced,university.degree,no,yes,yes,telephone,jun,thu,73,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
